,s_opt,v_opt,n_opt,chi_opt,ax_opt,ay_opt,jx_opt,jy_opt,t_opt
255,509.991651,49.722578,1.042942,-0.017096,3.475728,0.963973,3.187293,0.642464,12.122007
256,511.991618,49.864785,1.009690,-0.016147,3.603775,0.989784,3.034849,0.539735,12.162182
257,513.991586,50.011577,0.978354,-0.015183,3.725343,1.011404,3.362064,0.444730,12.202239
258,515.991553,50.163039,0.948959,-0.014206,3.859615,1.029166,3.563181,0.357303,12.242176
259,517.991520,50.319532,0.921528,-0.013221,4.001481,1.043392,3.578854,0.277019,12.281991
260,519.991487,50.481162,0.896072,-0.012231,4.143520,1.054386,3.877508,0.203495,12.321679
261,521.991455,50.648108,0.872599,-0.011240,4.296909,1.062436,4.005304,0.136317,12.361238
262,523.991422,50.820629,0.851107,-0.010251,4.454821,1.067810,4.180711,0.074975,12.400663
263,525.991389,50.998884,0.831588,-0.009267,4.619079,1.070756,4.325235,0.018985,12.439953
264,527.991357,51.183034,0.814031,-0.008290,4.788410,1.071499,4.551368,-0.032154,12.479103
265,529.991324,51.373275,0.798418,-0.007325,4.965942,1.070245,4.762276,-0.078946,12.518109
266,531.991291,51.569844,0.784723,-0.006372,5.151002,1.067177,4.922483,-0.121913,12.556968
267,533.991258,51.772920,0.772920,-0.005434,5.341545,1.062458,5.155642,-0.161556,12.595677
268,535.991226,51.982692,0.762974,-0.004515,5.540317,1.056229,2.859164,-0.198638,12.634231
269,537.991193,52.197530,0.754847,-0.003615,5.650100,1.048602,-0.419427,-0.233881,12.672628
270,539.991160,52.413273,0.748499,-0.002737,5.634062,1.039659,-0.419563,-0.267171,12.710866
271,541.991127,52.627521,0.743884,-0.001882,5.618084,1.029485,-0.422701,-0.298241,12.748948
272,543.991095,52.840294,0.740952,-0.001054,5.602053,1.018174,-0.420611,-0.327162,12.786875
273,545.991062,53.051611,0.739648,-0.000254,5.586164,1.005815,-0.413641,-0.354001,12.824649
274,547.991029,53.261497,0.739915,0.000515,5.570601,0.992496,-0.424454,-0.378831,12.862274
